token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44
135,punct,-0.012809104,-0.024362484,0.0031603707,-0.03414543,-0.003965728,0.004059431,-0.011115518,0.021839732,0.026477383,0.018775178,0.021315891,0.0047312337,-0.007464696,0.013163103,0.01879718,0.003984046,-0.00031096063,0.021658203,-0.006096785,-0.00919964,0.026653836,0.009507766,0.019274525,-0.0016101708,-0.025709875,0.0013121141,-0.0003695778,-0.010095721,-0.017786525,0.037764758,0.040875826,-0.0008524218,0.01871143,-0.007678,-0.0047951033,0.040680546,0.0031782743,0.00327299,0.020323524,-3.5404335e-06,0.008304675,-0.0042650965,-0.004619352,0.018813133,-0.0040893927
136,punct,-0.028057177,0.023816442,-0.04790984,0.011026365,-0.019634588,-0.009908775,0.027522592,0.0124031985,-0.008731107,-0.0030300382,0.015585931,-0.015404261,-0.018677503,0.034778405,0.010107212,0.025363237,0.018384181,-0.01835075,-0.019411847,-0.006779609,-0.014598887,-0.035025124,-0.017450033,0.019627174,0.018176094,-0.014694612,-0.04135785,0.016061747,-0.01437349,-0.04196683,-0.009783461,0.0057229744,0.043145612,-0.00087168254,0.03835684,-0.026703265,0.029901506,-0.026143525,0.021274958,0.021104824,-0.012271417,-0.011007046,0.014736533,-0.0137419915,-0.0014059598
137,punct,-0.010256824,0.020688796,-0.011770059,-0.009694484,0.04109422,0.016912574,-0.009101372,-0.008438189,-0.031372786,0.04171144,-0.007914108,0.048332833,0.0014497789,-0.017859317,-0.024649443,0.010581995,-0.034213956,-0.029559642,-0.016154299,0.0002580139,-0.0030892482,-0.01386857,0.0064125042,-0.013771853,0.014264476,0.004612003,0.022080347,-0.01138001,0.013176965,0.027445694,-0.0055019814,0.00817073,0.011778421,-0.00555382,-0.006736571,-0.00037013672,0.00019443301,-0.04051728,-0.001865959,-0.0072465204,0.016599609,0.023671359,0.016235823,-0.0017746001,-0.00518503
138,punct,-0.0032554762,-0.0021351443,-0.00046991164,0.0015622755,-0.0093757035,-0.033486143,-0.017879404,-0.018072015,-0.016757714,-0.021289753,-0.0014916406,0.0033380839,0.0194416,0.036736853,-0.0043202136,-0.014130205,-0.01497992,-0.011696037,-0.012528131,-0.020266723,-0.023505904,-0.012801871,0.018358529,-0.008217162,-0.000478147,0.0030655568,-0.009110292,-0.0022491987,-0.0052297944,-0.00792786,-0.00820841,0.01192425,-0.011553489,0.024420645,0.0027636343,0.022280732,-0.023349712,0.0043729744,-0.0046863426,0.02711006,0.01234557,0.010621441,-0.032538615,-0.012840797,-0.0059984373
139,punct,0.033465143,-0.014773047,0.032020196,0.0055051385,0.00820958,-0.049742855,-0.01687408,-0.00033931318,0.0048519005,-0.031960946,0.03356062,-0.055277474,0.0068952795,0.0051861387,-0.011223636,-0.0251191,0.044315156,-0.03361141,0.027374946,-0.028987948,0.016761463,-0.007324807,-0.0065388475,-0.0021534155,0.0009923042,0.010328422,0.025083998,0.00046694218,-0.014640937,0.0075042215,0.02686169,-0.00068610575,-0.01686449,-0.01177288,0.00402696,-0.01573786,0.01798996,0.028228046,-0.021370286,-0.010369514,0.020593686,-0.01363507,0.016648676,0.006332964,0.030278182
140,punct,0.03945478,0.0046353806,0.002193071,0.025682699,0.036860816,-0.00042968828,-0.03424599,-0.01660509,-0.044120755,0.016043734,-0.023814198,-0.014316905,-0.023176365,0.012401444,0.026404712,0.021485247,-0.008318543,-0.00018233342,-6.316149e-05,0.013069517,0.007418095,0.0034402022,-0.05124341,-0.0025624163,-0.0056373696,0.0033078566,-0.008692676,0.0067690867,-0.032026403,-0.031087551,0.029492166,-0.013186629,0.015033412,0.0123263765,0.0064344574,0.021751236,0.00749845,0.01610864,-0.021329729,0.004082958,0.006431881,0.016582437,0.03737754,-0.0043481435,-0.0107449
141,punct,-0.02757278,0.007900063,0.02380602,-0.019481998,0.008738476,-0.01627695,-0.00871488,-0.06068143,0.0059008324,-0.0266589,0.026934506,-0.003489549,-0.046160035,-0.012447695,-0.008335409,0.01525394,-0.0010964414,-0.016363388,0.012462094,-0.019444661,-0.007593719,0.0186729,0.016227538,-0.034961782,0.027649896,0.0040795067,-0.05105855,-0.0013122628,0.008918903,0.002122446,0.014785666,-0.0009146201,0.0023679333,-0.017493673,0.024103727,-0.004151538,-0.0018649896,-0.023226587,-0.014495965,-0.013828303,-0.0040755225,0.01898714,-0.0011363812,-0.01462303,-0.004637133
142,punct,0.0069310735,0.024404809,-0.004729989,0.008146537,0.025603723,0.010590306,0.05604652,-0.00030434437,0.020671861,0.016001262,-0.021260368,0.005398555,-0.027677359,-0.0013310709,0.01024081,-0.0103811305,-0.019335479,-0.021762528,0.021193545,0.0034755361,0.010854367,0.016473059,0.017453328,0.012283101,0.0041120397,-0.04866401,0.006047859,0.011245217,-0.015907208,-0.0010818194,-0.0155462045,-0.0140263075,0.031525414,-0.0027514528,-0.023232311,-0.009007755,-0.006010278,0.004762283,0.014360766,-0.01744086,-0.00681312,-0.011202542,-0.020844417,-0.006690392,-0.030616986
143,punct,0.011832752,-0.015435429,-0.036492564,0.022309544,-0.038109966,-0.0055707917,-0.00920948,-0.020325929,0.0051093865,-0.015623443,-0.0031872967,-0.02877824,0.019516166,-0.016729439,-0.017993879,-0.015362416,-0.018587641,-0.022216493,-0.00018664106,0.0048655826,-0.008189664,0.021800492,0.0023000082,-0.020331629,-0.009454214,-0.022814786,0.03438604,0.008028186,0.034084603,-0.005074672,0.022350917,0.03864502,-0.0120258,0.009599517,0.0021825263,0.00684579,0.011876983,0.010120917,0.0039271256,-0.03996532,-0.027734112,-0.015448059,-0.020356309,-0.012261417,-0.026468365
144,punct,-0.0009939824,-0.0019230716,0.05225881,-0.009482321,0.001619718,-0.009523511,0.010457319,-0.0073361024,-0.0064340564,0.016673783,0.010154465,-0.0012218837,-0.021573406,-0.0072444263,0.017238481,-0.023351276,-0.021694966,-0.009489701,-0.03243081,-0.0050148033,-0.014627914,0.028775152,0.0014033789,-0.009866155,-0.012141715,-0.012794592,-0.0020053773,-0.016311243,0.036078755,-0.007879629,-0.032446384,-0.0042122127,-0.032430887,0.030626955,-0.012125948,0.007869697,-0.019957233,-0.005791269,-0.017308349,-0.0004471928,0.023898551,-0.044621643,0.043780807,-0.012174901,0.0040782206
145,punct,-0.014249636,-0.010307012,0.036230817,-0.028905502,0.036354337,-0.030151572,-0.034508362,-0.025961582,0.011368613,0.038967915,-0.011791271,-0.0057779495,0.018943323,-0.02524782,-0.0013380094,0.002608737,0.019925416,0.00077666587,0.025741348,0.021424552,-0.004368032,-0.0077835824,0.0056291753,-0.007036012,0.011568348,0.013755343,0.014847252,-0.0019186231,0.029056221,-0.016564846,0.025667755,-0.0017435817,0.0026631125,-0.001556157,-0.0042490405,0.006842416,-0.015212896,-0.02453494,0.039325442,-0.0004798108,-0.016720831,-0.005223651,0.0045123165,0.009073079,0.00896153
146,punct,0.0083025135,-0.035827138,-0.015114252,0.010504937,0.01742535,0.03382016,-0.010991519,0.008562756,0.015907235,-0.023728056,0.047841668,-0.009626516,0.014162391,0.025634477,-0.026881706,-0.01661725,-0.03231158,-0.039886214,0.0071709836,0.036167175,0.021592917,0.0028824576,-0.0034138204,0.0034241038,0.011243809,0.010001267,-0.022327036,0.037479475,-0.020876242,0.03339983,0.004139603,0.0041026073,-0.018388465,0.016517384,-0.0062047928,-0.0048619974,0.03399809,0.016388116,-0.0054447246,-0.019136058,-0.015976526,-0.027317416,-0.0004163786,0.0045981556,-0.003638507
147,punct,0.0077602714,0.026363393,-0.0005570673,-0.006043765,2.2506474e-05,-0.01055303,-0.0047714645,-0.003217786,0.02095495,-0.0061560553,-0.0058446587,0.023265876,0.013756705,0.0004043498,0.014636216,0.0060780225,0.0082599325,0.002362884,-0.0073453765,0.034811214,0.022831887,-0.0018132281,-0.04338748,-0.007613928,0.02471551,-0.018528316,0.0025268106,-0.014231525,-0.0152142905,-0.0008815555,-0.02054393,-0.005908051,-0.044300593,0.008738533,-0.012035345,-0.027599169,0.011118312,-0.0423849,0.003961708,0.019139638,-0.039171983,0.035116397,-0.019052228,-0.0071673426,0.03299834
148,punct,0.010360341,-0.006178035,-0.01926506,0.022306468,0.012075024,-0.046537876,-0.016879534,0.003217376,-0.014519996,-0.024912907,-0.01569966,-0.035964213,-0.0066710566,-0.011982255,-0.0012801805,-0.015124707,0.028378863,0.029516174,-0.04116747,-0.018412393,-0.01106101,0.04008809,-0.0069435053,-0.0040607248,0.044401024,-0.030691285,-0.019506093,0.008816206,-0.01058441,0.03706997,-0.008428369,-0.016175017,-0.006031478,-0.03471884,-0.021051273,-0.014051634,0.0049060844,-0.0035671394,-0.009456983,-0.0067000072,-0.007398538,0.024406994,-0.002754228,-0.044605143,0.03111681
149,punct,0.004806338,0.017201267,-0.037489306,-0.018024733,0.007955699,-0.025268966,0.020955734,-0.005905203,-0.015322125,0.0051347385,0.01576789,0.028102893,-0.0063148974,0.016968299,-0.018046986,0.017616952,-0.031768996,0.024893535,-0.017525526,-0.023412816,-0.021424556,0.013883404,-0.01666628,0.009791455,-0.03527779,0.004587853,0.035181668,-0.010939798,0.008738502,-0.011993549,-0.023205856,-0.053346377,0.0047752336,-0.009840287,-0.025835313,-0.0017507537,0.0008054032,0.039175842,-0.016501654,-0.035020545,0.0067803822,0.003881835,0.012571166,-0.012011901,-0.008679898
150,punct,0.015573847,-0.002154512,-0.003895679,0.014982072,0.0013201702,0.015221091,-0.037795924,-0.023776498,0.0067763356,0.024691904,0.032895718,0.0072440696,0.003340695,-0.00839824,0.031820532,0.0130919665,-0.022370389,-0.038592946,-0.024557842,0.002487176,0.0010809862,-0.0019243705,-0.014485323,-0.02625079,-0.0054438733,0.004097756,0.00020025072,0.014326783,-0.0068925526,0.0051933317,-0.021464642,-0.0259548,0.012858108,0.0043400866,-0.014375697,-0.012188539,-0.029022953,0.018259559,0.0043600923,0.008273273,0.0023571956,-0.023012225,-0.016112147,0.03750557,-0.019403752
151,punct,0.028905815,0.023161616,0.007995957,-0.0028357783,0.01811505,-0.020848619,-0.016805602,0.016373897,0.016542055,-0.0019150082,0.023809034,0.015134972,-0.02617636,-0.011800614,0.006470014,-0.005887425,0.030799245,0.007674727,0.018615428,-0.0009886744,0.015198143,0.018764311,0.02038249,-0.023088397,-0.012183498,-0.008304904,-0.0034250824,-0.013035423,-0.009609369,-0.0018630965,0.023323348,0.011471426,-0.034787346,0.05395209,-0.012661275,0.016666267,-0.011689054,-0.023299316,0.0021196092,-0.030750701,0.058108,0.003404243,-0.013407373,0.001843875,-0.021476459
152,punct,0.027860062,0.0046950984,0.003610192,0.0059632026,-0.027074937,0.006124001,-0.012736922,-0.014153931,0.017860888,-0.027803704,-0.026482485,-0.010779104,-0.04347549,-0.019727401,0.012138739,0.004248487,0.0064922464,0.037144016,-0.0024178838,-0.013460275,0.0010082811,0.029610246,0.0046299826,-0.010595271,-0.019357162,0.006906795,0.0052817473,-0.017571708,-0.025958925,0.0041423095,0.03046059,0.00062308816,0.008888378,-0.0070458055,0.021061558,-0.022883574,-0.0075384495,0.03083519,-0.006535592,-0.021789273,-0.0037517196,0.007109758,0.010163712,-0.019998975,-0.001749645
153,punct,-0.014807187,0.015564172,0.02011506,-0.017195284,0.024167724,-0.03204378,0.020699978,0.007553024,-0.0015114598,-0.049409706,-0.022315625,-0.023772258,0.00816028,0.029344315,-0.014571475,-0.019056462,0.004073541,0.013442287,0.0012089658,-0.029718528,0.015566485,0.01374941,-0.0027234054,0.03157755,0.0008770902,-0.016912095,-0.03164565,0.0054195165,0.028119935,-0.012659547,-0.00035019,-5.1514402e-05,0.0073681884,-0.017294524,0.038426157,-0.01107066,-0.014626109,-0.018773185,0.016156692,0.030437598,-0.030012434,-0.0080181565,-0.016461067,-0.014452407,0.0060302825
154,punct,0.013465562,0.013349927,0.015956998,-0.0049343193,-0.011982796,-0.00814969,-0.010801166,0.027663866,-0.015881483,-0.020193884,0.011746206,-0.0061210305,0.01134383,-0.027130952,0.008555708,-0.0069284323,-0.021855367,-0.013539103,-0.009321369,0.0060184235,-0.02304138,-0.018443592,0.052318767,-0.013559967,-0.015647909,0.035682563,-0.012808733,0.017044436,0.039899215,-0.026797831,0.00605729,0.0312733,-0.012677799,0.021284856,-0.004663865,0.003363635,-0.038592603,0.0037945448,0.055123117,0.019308928,-0.0025080477,0.00799487,-0.0055181524,0.0014075116,-0.0064543597
155,punct,-0.0036620584,-0.01679013,0.018004136,-0.02904981,0.025363438,-0.012165174,0.007865236,-0.0010824825,-0.0040536667,-0.025409428,0.030077722,0.016086321,-0.002334915,-0.02945099,0.0029918284,0.0170156,-0.00641231,0.011199033,-0.05587338,0.0031668951,0.014266968,0.016109196,-0.016725892,-0.014734818,0.008218057,-0.008363817,-0.0156140085,0.022784838,-0.0067549692,0.0042553106,-0.0103950035,-0.028216131,-0.019408934,-0.036495022,0.00036302203,0.017821282,-0.007697909,-0.0049388916,0.010812056,0.0019142657,0.05584796,-0.029759966,-0.03465263,0.01115066,0.017306339
156,punct,0.027329694,0.0038508843,0.006839876,0.0018659551,0.023770692,0.01018528,-0.014963827,-0.016737968,0.016267043,0.02628384,-0.019707266,0.030246804,-0.040484536,0.008753714,0.010426024,-0.0107454145,0.023373954,0.016303467,0.0074515035,-0.019434063,-0.008039546,0.009912214,-0.02432844,0.009368013,0.01533467,0.0081630945,0.04364876,0.012778532,-0.006386155,-0.028954532,-0.0033724126,-0.025055531,-0.006655195,-0.0016160165,-0.013958414,0.0024691224,0.010782885,-0.008413429,0.009272101,-0.018491605,-0.021399748,0.009917742,0.011458704,0.02829029,-0.016002774
157,punct,0.015787447,0.0350112,0.0068387636,0.004912376,-0.004246638,0.030784808,-0.021631956,-0.003958488,-0.021908848,0.0147042405,0.0015279962,-0.027445404,0.02411856,-0.026161,-0.011140655,0.012712837,-0.013548147,0.008697838,0.010334352,0.00095728,-0.009189911,0.0030409545,-0.028116448,0.019102955,0.0153481215,-0.015835378,0.011566376,-0.0031593626,-0.036400285,0.015329463,-0.0015268384,-0.01711672,0.025058448,0.03184777,-0.009906497,-0.008154984,-0.01388753,0.013190831,-0.038804498,-0.018794987,-0.0060084155,-0.008438427,0.01820314,-0.0038951684,0.014656102
158,punct,0.018138014,-0.015693035,0.0066816295,-0.0042666863,-0.001998519,0.023388203,0.0020578841,0.00237924,5.3615833e-05,0.0009000425,0.0069113425,0.028112246,-0.0077418303,0.010043132,-0.0037945244,-0.029387627,-0.021342533,0.024649687,-0.022726955,-0.015685469,-0.0033198658,0.019034535,0.0058342223,-0.020765398,0.008105555,-0.026519012,-0.022181183,-0.018708456,-0.01614509,-0.0036377662,-0.025012305,-0.011639851,0.01589492,-0.07683382,0.03884968,-0.008466499,0.035764802,0.0018224757,0.016388375,-0.005787556,-0.017246224,0.004212266,0.009388017,0.018525204,0.041000795
159,punct,0.0012128808,-0.0017120234,0.028394738,0.014470319,0.015949642,-0.025944928,-0.010809817,-0.011634364,0.06197746,0.026960185,-0.00267633,0.009696994,0.034725107,0.020286087,-0.013184509,0.012703829,-0.009744013,0.009318537,-0.013691317,0.050693702,-0.0072272294,-0.025888992,-0.018234989,0.0026209967,-0.005169364,0.013038331,0.010896492,0.016330201,0.000514129,0.024508404,-0.025055632,-0.013536748,-0.034170218,0.031567737,-0.006462305,0.023156226,-0.011575003,0.0005982954,-0.014814668,0.023807079,0.03293358,-0.013086384,0.023125635,0.020167992,-0.0039597633
160,punct,0.03340037,-0.025690092,-0.021851191,0.013508735,-0.0017407422,-0.017629197,-0.017657036,0.0327901,-0.04361594,0.0092737265,-0.00050998636,-0.0044857687,0.004056924,0.012812664,-0.0012025016,-0.017804902,0.0045220535,0.007865152,-0.009685296,-0.022192141,-0.0058533344,0.010206049,0.010254154,0.021788387,-0.010608211,0.022185419,-0.035190165,-0.00064640853,-0.0060347486,-0.046453185,-0.026305698,0.022257723,0.004085617,0.0022096138,0.005958731,-0.017236281,0.014443289,0.019984972,0.02250984,0.00786308,-0.02227136,-0.011885194,0.009148731,-0.008859732,0.014377361
161,punct,0.02241507,-0.016421972,-0.004388625,-0.018874304,-0.007228944,0.018437045,0.0059650275,0.018632356,-0.0016911755,0.008575515,0.024695665,-0.015648104,-0.0015276852,-0.008148452,0.0084163565,0.011828981,0.0017584787,-0.01959063,0.037646897,-0.009399699,0.007259159,-0.004589198,-0.03122937,-0.04206734,-0.011186576,-0.0053980188,-0.011905007,0.0070868838,-0.024135932,0.008959372,0.021940725,-0.033221643,0.008315941,0.0065904586,0.012725699,0.031971052,0.03530986,-0.048448496,-0.0030206323,0.012363902,0.005198452,0.015241646,0.03281707,-0.014768221,-0.0024789327
162,punct,0.013642146,0.032715783,0.020948192,0.025455065,0.02256993,-0.0014779036,0.013729998,0.013636432,0.0018907121,0.0053275493,-0.037307706,-0.022453666,-0.013275177,-0.0019705582,-0.02513453,0.020671517,0.020383429,-0.001530035,0.0054820185,0.005345854,-0.013270022,-0.014238273,-0.002522373,0.05313513,0.008706499,0.0024147513,0.0012858959,0.035030823,0.02214743,-0.019988334,0.016181272,0.0027005519,0.0110328095,0.019544255,-0.011559352,0.003463628,-0.00056608935,0.006822327,-0.0037559401,-0.024642827,0.017583769,-0.0028704025,0.004351563,0.01715144,-0.02070939
163,punct,0.00959505,-0.012829254,-0.005665622,0.02217557,-0.012107951,-0.0047884267,0.044832263,0.046543837,-0.022702416,-0.022583324,0.009586521,-0.0015660231,0.019566083,0.021473948,0.009600385,0.0058407667,0.008934912,-0.0072097387,0.010883039,0.02090435,0.013710301,0.028931756,-0.009638699,-0.008394874,-0.010526372,-0.029213976,0.0076566543,0.013988335,0.021744382,0.029997101,-0.010246102,-0.03394474,-0.024635114,-0.048892707,0.015353711,0.015795628,0.0051393122,-0.0055472287,-0.0017270589,0.0066942233,0.030338142,-0.016045883,0.023748495,0.021207992,0.014758946
164,punct,0.013386812,-0.026914515,-0.0023265458,0.021783609,-0.032722697,0.0013510002,0.01728347,-0.02053503,0.0029336393,0.0019059256,-0.011128065,0.03452238,-0.03303063,-0.026939133,-0.0030107894,0.02389919,0.054771986,0.020781104,0.014441934,-0.034461115,0.01832778,0.017112844,0.009908727,-0.007817561,0.00011076762,0.022243977,0.020916453,0.011687288,0.0054945145,0.015536089,-0.04229998,-0.026206572,0.04110857,0.0017481687,0.00017032266,0.013501197,-0.002006505,-0.009392148,-0.025919978,-0.021150315,0.008921283,0.012538795,0.004915558,-0.025345003,-0.0487554
165,punct,0.021466384,0.037992373,-0.0346287,0.0007408296,-0.012798601,0.00269157,-0.026908027,-0.0014661173,0.034840167,0.020868603,-0.0057053827,-0.020109937,-0.015719928,0.015602632,-0.02519536,0.03068439,-0.005519552,-0.014064918,0.028697524,0.0089932205,-0.02599196,-0.026965117,-0.011240087,0.032095797,0.011394953,0.03099058,0.006935633,0.0161785,-0.0005510695,0.011948603,-0.004515357,-0.05152669,0.0010484452,0.03425907,-0.023613274,-0.013281831,-0.06008014,0.017833168,0.010852799,0.00604038,-0.0040872903,0.01678993,0.0082736155,-0.0030558843,0.024973592
166,punct,0.042538937,0.016152386,-0.0048696813,-0.048919618,-0.017589118,-0.012299385,0.00891241,0.004684727,0.03745061,-0.0074838446,0.01176944,-0.03648859,0.012083803,7.435674e-05,-0.0034973612,-0.021743298,0.021381041,-0.01490425,-0.011951121,-0.009246864,0.03706082,-0.0053875507,0.0011964223,0.005876797,0.029661758,-0.01906671,0.024076054,-0.026633926,-0.021138346,0.0038361542,-0.014288549,-0.015073757,-0.0019134595,-0.01876089,0.009938386,0.018421233,0.005804677,0.0020522133,-0.0059854337,-0.03039958,-0.008251399,-0.003108554,0.00058663357,-0.008142649,-0.0008108664
167,punct,0.03366656,-0.038676046,-0.016687874,0.0108658755,-0.011706634,0.011484144,0.028439054,-0.004086252,0.014431657,-0.004492916,-0.010089595,0.015772376,0.0065859505,-0.0020475152,-0.0033988904,-0.028528137,-0.0014459692,0.04642099,0.00018969645,0.009210055,-0.020658176,-0.00793235,-0.022100605,0.01127822,-0.012391573,0.02407797,0.019653622,0.008225578,0.026720852,-0.007413967,0.022392767,0.015805623,-0.027083158,-0.005277894,-0.034728818,-0.015226814,-0.035955288,-0.008129543,-0.00939232,0.020536344,-0.009297113,0.010810904,-0.016875884,-0.024829341,-0.01688435
168,punct,0.011200781,-0.0027754703,0.023738958,0.017395964,0.011129735,0.0060104523,-0.009209755,0.0017430929,-0.025854308,-0.008133433,0.0018467117,0.016713101,-0.021767125,-0.011393664,-0.0055954056,0.011053539,0.007778532,-0.017844891,-0.012767724,0.0098227775,0.027178565,0.017418792,0.0046857833,-0.02091453,-0.016446201,-0.024280138,0.020018542,-0.013864244,0.001654221,-0.0044102888,-0.036383346,0.033396047,-0.010290815,0.0156924,0.023463616,0.027406953,0.010742098,-0.0003379348,0.030141639,0.008402741,0.0040366,0.023109097,-0.032419443,0.013901387,-0.03253074
169,punct,-0.022888558,-0.001787505,0.03131976,-0.007504051,-0.018460894,-0.009806667,0.0035558508,0.011079688,-0.019641867,-0.024638297,0.031293247,0.05178418,0.02771704,-0.008126241,-0.003773766,0.007703654,0.020671906,-0.0010077509,0.00036411214,0.0058084163,0.002345266,-0.0024323869,0.02777815,0.009333469,-0.012078704,0.009409628,-0.008795133,-0.009092327,-0.0332544,-0.00469482,-0.006985833,0.008641845,-0.01690156,0.014621465,-0.029110977,-0.00901265,0.008293306,-0.007808941,0.01581145,0.012741277,-0.0075079277,0.0035513933,-0.029054252,-0.0111705335,0.016346421
170,punct,-0.0036294733,0.010592837,0.0024440342,0.0072314464,0.0070618307,-0.002293655,-0.0025277403,-0.02116006,0.013648595,-0.014937815,-0.010350991,-0.011040709,-0.0025998044,0.0053855334,0.028878441,-0.0137809515,0.0023738397,-0.01772973,-0.009386418,-0.022302018,0.0116878515,0.040702827,0.035155553,0.016681058,0.0073185037,-0.021296682,-0.039274238,-0.0027336776,-0.012148406,0.0072907023,-0.015467198,0.00090844574,-0.014951468,0.006095721,-0.017484833,-0.013353722,-0.00076972594,-0.007701065,-0.0048651313,-0.024637872,0.0062241503,0.018948374,0.026172183,0.045281827,0.050571892
171,punct,-0.019627443,0.012478864,-0.013520117,-0.027839966,-0.0023424383,-0.033658203,0.001438065,0.04137963,0.011365075,-0.014168357,-0.008820186,0.004141557,0.012816627,0.0036644991,0.020126823,0.011101648,0.04668822,0.036021817,0.021477448,-0.029988624,0.0291307,0.022992758,0.010129003,0.015101967,1.2331531e-05,-0.0024631594,-0.019500395,-0.004528818,-0.021757068,0.010110446,-0.021567807,0.016624266,0.0150494445,0.025050718,-0.0110889925,0.024884442,0.009226731,-0.03592292,-0.009563928,-0.050818346,-0.0024344309,-0.011430274,0.0248696,-0.034541376,-0.045398958
172,punct,-0.017062685,0.004738203,0.013119856,-0.03926599,-0.00038895768,0.016976042,-0.011562993,0.038093537,-0.023660911,-0.025186747,0.00868032,-0.004199725,0.019150913,0.010281434,0.015365848,-0.008491665,-0.015759975,-0.010007041,0.017158855,-0.037960134,-0.013987046,-0.006080177,0.021310655,-0.005601528,-0.00019345715,-0.00089084916,0.030377312,0.019028421,0.016729482,-0.0053176614,-0.018145842,-0.01619733,0.017102934,0.039322007,0.0042294674,-0.00032332417,-0.008417363,-0.036348786,0.021597743,0.012723823,-0.04613252,0.0049184565,-0.0009662089,-0.024762198,0.023958236
173,punct,-0.0024259097,0.0010504889,0.04217278,-0.010054749,0.01750766,-0.021753611,-0.009775847,-0.017915815,-0.024116203,0.0054676253,-0.011791566,0.006760079,-0.0013438186,-0.03199986,0.008256667,-0.0140826665,0.005134613,0.009153591,-0.038493462,-0.004158312,-0.00097266707,0.025927782,-0.0132052135,-0.0064190603,0.03901201,0.010683542,0.032629643,-0.024639482,-0.011512421,0.012512451,0.018881252,-0.041458257,0.00013236958,0.007959813,-0.005686476,0.0031102188,-0.038136832,-0.0004503392,0.005797582,-0.0010049356,0.0068644006,-0.010644681,0.019562108,0.023630086,-0.018746197
174,punct,-0.0008527499,-0.02141136,0.017576989,-0.005545706,-0.0048893,0.020017112,-0.009017908,-0.012287883,0.011840735,-0.010223404,0.0032424075,-0.029726839,0.027553959,-0.0156002985,-0.006132154,-0.004593552,-0.058394663,-0.020067478,0.035945658,-0.011786744,0.014220781,0.014690676,0.009404196,0.008686106,-0.0033378743,0.0054149744,-0.011704053,0.029605614,-0.017012024,-0.015959064,-0.023232916,-0.010229244,-0.009183279,0.012975276,-0.0072249123,-0.052672733,0.022427084,0.005606985,-0.027678937,0.039083295,0.006015426,0.01377391,0.0046766433,0.0038557043,0.00256662
175,punct,-0.029857056,0.001478776,0.0074109104,0.016826292,-0.0063286643,-0.025422981,0.001490057,-0.0025959504,-0.012980512,-0.048864715,0.021350672,-0.006297617,-0.03152344,-0.025139702,0.013758196,-0.008723251,-0.007225533,-0.006153331,-0.0031764659,-0.0054849065,-0.015142446,-0.0023937498,-0.0061440067,-0.014582703,-0.026973626,0.006932577,0.012214992,-0.012007722,-0.009744291,0.01252889,-0.012622257,-0.0057370393,-0.020830346,0.023030007,0.033661373,0.001933586,-0.0028856655,0.01818097,-0.025746603,-0.0021049331,-0.0027524387,0.01029247,0.0034631875,-0.041290272,0.0035114181
176,punct,0.033318203,0.043942075,0.03257029,0.037816416,-0.011925088,0.03280941,0.008252131,-0.005267103,0.0043972107,0.015243747,0.016243678,-0.00010964795,-0.005362435,-0.005294673,-0.002226749,-0.0062053483,-0.0050958125,0.016238771,-0.010565276,0.02317538,-0.010409526,-0.053055834,0.014427092,0.013482066,-0.021729846,-0.017604798,-0.023654403,-0.020857781,-0.0061153946,-0.037443176,-0.009347704,0.05136384,-0.013142841,-0.031848248,0.00253848,-0.009356605,-0.026531136,0.001305889,-0.013736568,0.011353085,-0.01960017,-0.020823948,-0.001395696,-0.0028441276,0.03730898
177,punct,0.013043149,-0.014075087,0.025964867,0.045587685,0.017427478,0.010708553,0.041663997,-0.023212293,0.010629493,0.04378893,-0.010423964,0.016494034,-0.013066441,0.01976505,0.020376513,0.020444835,0.0036491703,-0.0063124797,0.017656147,0.04313066,-0.0028207614,-0.0042465306,-0.032874767,-0.00017027046,-0.019960217,0.012005559,0.0021760345,-0.004844324,-0.0073468513,0.02411721,0.033403095,-0.0053305733,0.0012357192,0.009243254,0.0034475639,-0.0045167026,0.005449711,0.047599204,-0.025389947,-0.029681478,-0.010734567,-0.033384025,-0.02024733,0.0144544,-0.041362885
178,punct,0.030967973,0.0055470606,0.024820099,0.047559503,0.0056500817,0.033917952,-0.004279129,0.006849485,0.018533664,-0.021386957,0.00437677,-0.013141255,-0.030430099,0.011003619,-0.019068321,0.0129509205,-0.009511099,-0.027886609,-0.0123416055,0.0004376505,-0.007568581,0.035659347,0.024977632,-0.015274539,0.005249767,-0.0032068214,0.004011241,0.027872805,0.006191334,-0.015653612,-0.011345507,-0.020348899,0.0011670591,-0.001549349,0.02856842,-0.0324781,0.0035520466,0.013053635,-0.007614021,-0.0074975574,0.035618875,0.039479442,-0.009276903,-0.032483276,-0.0213471
