token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50
124,punct,0.01435152,-0.0010487675,0.021767482,-0.014814434,0.013317739,-0.0402065,-0.002513686,-0.018709252,0.022331813,-0.011841074,0.0033067488,0.0046028835,-0.00512686,0.005985156,-0.006947374,0.034757778,-0.017798295,0.015539431,-0.011485216,-0.022521684,0.011629482,0.020313667,0.0039247526,0.027728375,-0.016650883,-0.026805878,-0.012166668,0.018879673,0.010200551,0.015804451,-0.0037078315,-0.0045854514,-0.028777443,-0.008441771,-0.020798394,0.027271189,0.0043356232,-0.005214462,0.016582089,6.274772e-05,-0.0031309586,-0.022683546,0.017882619,-0.033305913,0.01620588,0.0020185877,0.006791714,0.044265337,-0.0115227355,0.021975707,0.012605911
125,punct,0.033127297,0.008258287,0.025803413,-0.013966354,0.0056408565,0.008883313,0.014380006,0.027118172,0.027895937,-0.035423353,-0.002439441,-0.018895315,0.038942467,0.0016170819,-0.011008908,0.033240978,0.013319566,0.0272611,-0.017453147,0.004080567,0.0059917807,0.0015416291,-0.022254981,0.0015920707,-0.04045162,-0.0087283505,-0.0029120308,-0.014893857,0.0080071185,-0.012614982,0.004208904,-0.021011908,-0.0025250183,0.023134897,0.028823072,-0.010493314,-0.053878553,0.03784872,-0.004707445,0.0072883335,0.012604639,-0.03586596,-0.0075345244,0.015014014,0.0078116073,-0.016541922,-0.042735603,0.0026549946,0.012021412,0.0070463773,0.033196665
126,punct,-0.017359067,0.018068193,-0.018311957,0.03086248,0.036495697,0.029310033,0.03036514,-0.001335365,-0.009950587,0.019060075,0.0036341827,-0.02080582,-0.02706997,-0.0081665,0.0037893732,0.0040505324,0.011104862,0.019583251,0.0003227739,0.04056282,-0.01617966,0.0021423888,-0.013091045,-0.0054441122,-0.007689337,-0.011862828,0.011174539,-0.010629795,0.022476012,-0.0015196869,-0.008981541,0.008938945,0.0032275226,-0.023314906,-0.007320409,0.031325236,-0.007135601,0.007791823,-0.004409128,0.0034145084,0.0039560976,0.019122131,-0.02501704,0.027577864,0.0348787,0.0048004687,0.027673861,0.008585142,0.014459752,-0.0077517675,-0.01188232
127,punct,0.014447499,-0.008463641,-0.016361224,-0.009194775,-0.00030907048,-0.0131626595,-0.0033085523,-0.017149806,-0.006192124,-0.019692192,-0.016699888,-0.013466669,-0.020261921,0.018123962,0.020034218,0.015742349,-0.0057404456,0.0033728655,0.006460559,0.022615792,-0.026188869,0.036056697,0.018240035,-0.017517818,0.026999129,0.004412936,0.013969662,-0.0047633084,0.006460308,-0.014489413,-0.021904154,-0.0038989296,-0.029471284,-0.0005969644,0.011073633,-0.00056862633,-0.00097121065,-0.03358683,-0.03254664,-0.021580264,-0.015129291,-0.014194371,-0.009325626,-0.025459591,-0.0022711146,0.026171831,0.00080559764,-0.0025138545,-0.030987214,-0.033753976,-0.0034769753
128,punct,0.020643871,-0.015140997,0.014372483,-0.03146989,-0.013396557,-0.018541377,-0.025118701,-0.0029866253,0.019613827,-0.016688142,0.0041341437,-0.028861152,0.024473425,-0.011950131,-0.00030790598,0.010333391,-0.0016847115,0.020625705,-0.010566073,0.011952282,0.012844554,0.020646727,0.01599942,-0.0035362355,-0.035832062,-0.004629373,0.0103726955,0.0063487086,-0.0035678186,-0.014007553,-0.030677779,0.009922319,-0.0034713238,-0.009239456,0.014770451,-0.020127742,0.022726348,0.0057143895,-0.027402584,-0.00832292,0.024350924,-0.023365386,0.027633522,-0.011908618,0.011257288,0.023193264,0.007893658,-0.050505083,0.012428363,0.0037259196,-0.02191083
129,punct,-0.010448592,-0.02088031,-0.022910459,-0.016958233,-0.002184284,0.036662135,-0.01782911,-0.0007903726,0.018605497,-0.0343333,0.012058497,-0.024742138,0.038625605,0.022350967,-0.04256308,-0.02456304,-0.019334657,-0.00039576646,-0.0231474,-0.0050286115,-0.024838319,0.008176342,0.014386554,-0.015387772,-0.011299173,-0.04013718,-0.024923217,0.0007006614,-0.024220288,0.008376228,-0.016968144,-0.030899646,-0.057569817,-0.013811401,0.005051915,-0.023696799,0.029385425,-0.020897662,0.0025767253,-0.040635828,-0.018910352,0.009514614,0.004546193,0.021879284,0.023476528,0.022975685,0.0006036045,0.011849542,0.013913757,0.014385427,0.016513504
130,punct,0.035094906,-0.033100754,-0.004875516,0.0080855405,0.020437509,-0.015472229,0.034148384,0.00544222,-0.005916073,-0.031368412,-0.012773264,-0.018318508,0.040852323,-0.009718872,-0.004674478,-0.008216732,0.028935347,0.024796443,-0.02610216,-0.053604107,0.0045911586,0.008760156,-0.04153216,-0.039741114,-0.0125480695,-0.027461525,0.026170429,0.020284202,-0.002336352,0.0075518168,0.0027672132,0.04431328,0.020286476,-0.012313818,0.015336417,-0.00928266,0.017958943,0.021086218,0.025890874,0.012372391,0.011285554,-0.020244693,0.018435359,0.02757512,-0.019124873,0.030892005,-0.021792144,0.004716169,0.023023989,-0.041571975,0.046088222
131,punct,0.030836124,-0.0252683,-0.0069470583,0.02116435,0.0053520207,-0.0009063266,0.010233872,-0.0010558969,0.01932023,-0.0025854998,-0.016509585,0.00807166,-0.014802439,-0.00975814,0.00556689,0.0041643684,-0.013077504,0.0028122712,-0.008700661,-0.011901946,-0.021967499,0.0027769895,0.015170261,0.04163543,-0.021030445,-0.013968281,0.016850566,0.012278582,0.024298133,0.002528686,-0.012909984,-0.010254248,0.015658915,0.019567745,0.003820311,0.05520956,-0.00286639,-0.0026376438,-0.00049077504,0.0140866535,-0.015732827,0.01929709,-0.0020803642,-0.022194447,-0.001999658,0.0034130742,-0.020599972,-0.009266142,-0.0042037815,-0.028252397,0.028426817
132,punct,0.054191954,0.01286555,-0.0068275854,0.012884297,0.018035036,-0.018720334,0.0017960924,0.030876432,0.005967888,-0.019425068,0.04558814,0.02822064,-0.004390732,-0.028419375,0.01371173,0.0068482673,-0.002302872,-0.0064820205,0.01137646,0.00046157136,-0.02829389,0.022448748,0.035832778,0.027103411,0.05577886,-0.0046848077,-0.0027606578,-0.017631674,-0.0026844805,-0.006544372,0.005803684,-0.009050569,0.0017716344,0.022302568,0.027308322,-0.003780356,-0.028669028,-0.023433268,-0.016576996,0.015878178,-0.0023242244,-0.015954487,-0.016874645,0.019971447,0.014224361,-0.025717543,-0.016330965,0.025689729,-0.00374123,-0.0077202874,-0.01603563
133,punct,-0.02613687,0.03417584,-0.041983653,0.015401407,0.010463825,-0.009721311,0.016159147,0.011775596,0.017670376,0.005008894,-0.026940586,0.010426257,-0.020387463,-0.00083916285,-0.03519511,0.025793782,-0.0066123055,-0.0031582334,0.0096149035,0.037805438,0.0023011598,0.009215108,-0.009452937,0.0013676712,0.008453266,-0.010236391,0.01646083,0.03812147,-0.0214655,0.0102097895,-0.014185571,0.00066136464,0.017519582,0.030484363,0.0069685746,0.0025800455,-0.019664405,-0.03219767,-0.039539047,-0.0067277323,0.0029266253,0.005777297,0.0032962735,-0.003803961,0.021704683,0.018769104,0.0069658956,-0.038198438,0.020128148,0.034412112,-0.017568536
134,punct,-0.0048985053,-0.0006036971,-0.04605546,0.01808953,0.0083295265,0.025783535,0.018087687,0.017779574,0.0006738928,0.029866155,-0.0021296463,0.003203995,0.009166794,-0.008775937,0.011795176,-0.01094489,-0.037982404,0.010452488,0.02030794,0.024686674,-0.021349367,-0.00821172,-0.01720413,-0.011033434,-0.015358332,-0.02274898,0.03318582,-0.008897404,0.0038231607,0.045768056,-0.026680004,0.0061517847,0.018574506,0.016545558,-0.045173887,0.022693738,0.004981707,0.008327142,-0.03330578,-0.01898738,-0.004991262,-0.014102507,-0.03226876,0.01949294,-0.0014457351,0.014071521,-0.004235656,-0.006448453,0.017414415,0.017682219,-0.037250638
135,punct,0.009291888,-0.017300697,0.021125026,0.0057996004,0.01840212,0.014786875,0.013951825,0.0019572675,-0.00598802,-0.02323179,-0.028584182,-0.0152358515,0.005913514,0.026084466,-0.017064016,-0.022194061,-0.004018856,-0.013074463,0.0007612586,0.015484642,0.009306675,-0.01720146,-0.0063195205,0.0011981236,0.019562239,0.020618303,0.00265888,-0.028705103,0.0021768936,0.0070606065,-0.0007213865,-0.015270854,0.006464642,0.025201442,0.005758225,-0.01287933,-0.022674326,0.031278923,-0.03651125,-0.0020757436,-0.024312748,-0.049770445,0.001997043,0.0044498825,0.0030201077,0.0030381903,0.0020989939,-0.011918093,-0.0043775956,0.022737158,-0.015382224
136,punct,-0.018367166,-0.028028041,-0.034634043,0.0062963674,-0.002580788,0.0014823859,0.0065705455,0.015337927,-0.0060689887,0.0029255834,-0.012369318,0.0017485423,-0.018840168,-0.029480359,0.005146983,0.03132936,-0.020676784,0.006264655,-0.0012034668,0.006323229,-0.02740657,-0.0019472088,0.011110227,-0.0028250958,0.007109392,0.02150192,0.014534757,0.0137688685,-0.039095383,-0.00952644,-0.009678395,-0.0051667695,-0.027902849,-0.015589299,0.021676905,-0.017138481,-0.0107155545,-0.018844612,-0.015642913,0.010569735,-0.016626475,-0.002167732,0.014648582,-0.009642294,-0.024961071,-0.018571146,-0.029066233,-0.044987727,-0.0003868446,0.00874633,-0.040808164
137,punct,-0.015307771,0.008007802,0.0030018215,-0.018670484,-0.0011973731,0.0074973716,-0.0203767,0.05655781,0.006930876,-0.0009348406,0.021596681,-0.015064978,0.0019475868,-0.021217315,-0.03868595,0.016857201,0.012627288,0.020366244,-0.016657187,-0.05100114,-0.038671236,-0.015972078,0.02568887,-0.02954117,0.00981945,-0.003012535,0.023003276,-0.0003272098,-0.05400549,0.021411192,-0.006740949,-0.024856782,-0.0039611403,-0.0009432798,-0.0020265481,-0.027458057,-0.0031449918,-0.002522536,0.021798603,-0.017371817,0.02166714,0.025022583,-0.02592689,0.0010689764,-0.017166145,-0.0061762934,0.000609761,0.036154803,0.008059018,0.030217916,0.036277734
138,punct,-0.022457289,0.010053223,0.025451869,0.0059502944,-0.0034601074,0.005522837,0.017413495,0.0062783877,0.025913209,-0.008731556,0.008451551,0.025881123,-0.012885645,0.055257022,-0.004797116,-0.008308884,0.008466842,-0.035635035,0.021094238,0.0130930925,0.025963018,-0.019894928,-0.00045140795,0.0033599779,0.013873719,-0.007552377,0.009185148,-0.0012799395,0.023171484,0.0002959511,-0.009759187,-0.023672914,0.014559265,-0.0072145504,-0.03682432,0.017904753,0.048032954,0.007351367,-0.010749534,0.024425518,0.029278692,0.008881843,-0.017471384,0.0049589262,-0.023212088,0.022457499,-0.00033241097,0.016892252,-0.002347115,0.010138744,-0.0006189496
139,punct,-0.007348779,0.022441102,-0.01584767,0.0023076572,-0.019075852,0.043459516,-0.028281888,0.00070549484,0.005581039,-0.052129786,-0.0076653403,-0.025524141,0.001881231,-0.0119713815,-0.0148672685,0.035040062,-0.019832699,0.009609253,0.042220768,-0.004138888,-0.00789377,-0.004480214,0.015488248,0.0024782175,-0.023304224,0.0011109997,0.009272977,-0.0026037213,0.044417024,0.038609687,0.008520794,-0.0072248676,0.021103708,0.015310138,0.04581406,-0.0057501476,7.8765275e-05,0.0023426232,0.021806218,-0.004600552,0.034018155,-0.022027725,-0.01143335,-0.009529258,-0.009853784,-0.013362269,-0.02005418,-0.006292131,0.019277971,0.00062661065,-9.994936e-05
140,punct,-0.0026056855,0.029141214,0.017630208,0.0018571938,0.0441344,-0.018378792,-0.0072283256,0.0007806248,-0.0120352395,0.006396382,-0.013021239,-0.036497727,0.040166266,-0.012360315,-0.040853232,-0.005659106,0.011249291,-0.01600386,-0.03266577,8.232073e-05,-0.016165702,0.011016371,0.013813946,7.058305e-05,-0.0010456694,-0.017778464,-0.024293456,-0.00814691,0.009596465,-0.028584288,-0.024218969,0.04753425,0.007966273,0.014209263,-0.021991882,-0.011668172,-0.019345023,0.002785575,0.016205333,-0.0077095297,-0.00628856,0.0062210876,0.012283264,-0.0059755705,-0.009011488,-0.010821726,0.0114190895,0.008786437,-0.027151886,0.016918253,-0.002653066
141,punct,-0.03987523,-0.020557564,0.0019466606,-0.028363988,0.018777272,0.004639557,0.005425217,-0.019331196,-0.047124527,-0.004041514,0.020912476,0.0048537734,0.0029987618,-0.031603973,-0.010193072,-0.009711799,-0.025590865,-0.012059332,0.028384507,-0.019062068,-0.00865764,-0.008775204,-0.04144846,0.01919949,0.0021142464,-0.021447195,0.023938315,-0.0058387048,-0.008966259,0.008692221,-0.006308578,0.005961336,-0.002842599,-0.0038927665,0.01208863,-0.014750372,-0.02138102,-0.009729637,-0.007104116,-0.0030847248,3.692018e-06,-0.017745996,-0.030670017,0.019725088,0.014781723,-0.025144534,-0.011915675,-0.0004986874,0.0004999112,0.019888297,-0.018307114
142,punct,0.024793433,-0.035577778,0.012804187,0.022080744,0.006421805,-0.0076990156,0.019993093,0.015928093,-0.0006738954,-0.009423201,-0.005430958,-0.026731946,-0.009087657,0.040349573,-0.009651584,-0.02025813,0.0068262345,-0.01817066,0.01260091,-0.031154156,0.004566372,-0.029563546,0.0068761026,0.012973645,0.01859466,-0.01810706,-0.029940905,-0.008437795,0.006393401,0.026199738,-0.013674613,0.028730832,-0.031938374,-0.0024730405,-0.0026348715,0.024793211,-0.022242283,-0.017191099,0.006726398,0.008815233,-0.025044866,0.018976834,0.012857903,0.034894355,0.026770756,-0.022298502,-0.019004468,0.009035326,-0.012854321,0.022757402,-0.009188765
143,punct,0.038106047,0.011506881,-0.018229892,-0.04412462,-0.001998992,0.025638573,0.0047997166,0.022403914,0.0013941427,-0.00793236,0.004848586,-0.016716948,0.0065573165,0.016013147,0.027368622,-0.018569266,-0.023629861,0.010274173,-0.02742192,0.024623483,-0.00091332867,0.0134502025,-0.0072358917,-0.04043722,0.0004091016,-0.012588329,-0.008277575,-0.039922323,0.04274334,0.018804185,0.019484412,-0.012885432,0.013227067,-0.011389749,0.022202143,0.02623233,0.01063662,-0.0062799435,-0.01784124,0.021536205,0.024638535,-0.010370031,0.0022577744,0.022656776,-0.0026936876,0.014600444,-0.0065005124,-0.038344998,-0.014172612,-0.009619348,0.005109
144,punct,-0.020112492,0.015306359,-0.036420364,0.036490943,0.0025507428,-0.043292064,0.028434832,0.019275624,0.024188928,-0.0024352716,-0.011031679,0.0069368533,0.03681088,-0.017823871,0.03131771,0.005541301,0.022739427,0.024044016,-0.035791557,0.019683713,0.03003426,0.0106631825,0.010053257,-0.0065415287,-0.01019129,-0.00049294863,-0.024281114,-0.027104167,-0.0052063134,-0.024277516,-0.049370363,0.0032951962,-0.0074173957,-0.00012745826,0.0015952134,0.019825028,-0.0364172,-0.00072126114,0.020066027,-0.00869751,0.0003925054,-0.010327901,-0.015948238,-0.0021145937,0.03317496,0.016851285,0.0059013814,0.024833154,-0.011887705,-0.01431175,0.029442307
145,punct,-0.028059592,-0.012885709,-0.011015917,5.9956856e-05,0.0036596044,0.009679542,-0.017435815,0.009155751,0.00060787256,-0.0008761329,0.03278547,-0.031084726,-0.0009463257,-0.008431333,-0.005980595,0.034174945,0.051986642,0.040741365,-0.0073778057,-0.014239095,-0.016253645,0.029057618,0.02724279,-0.0021552376,-0.01839224,-0.037865367,-0.010779301,0.0038521367,0.02566729,0.011630982,0.0037200712,0.012398479,0.025248522,-0.011883571,0.03134895,0.012528471,-0.016230248,0.004924815,0.014288383,-0.00900432,-0.0037842842,-0.002431506,0.0054225805,-0.010204023,0.042044047,0.009476921,0.020954963,0.005643602,0.019616872,0.03487175,0.05117929
146,punct,-0.038630813,0.009356403,0.0026204586,0.028755745,-0.010245224,-0.012999744,-0.010393058,-0.009065652,-0.025664402,-0.0253322,-0.020460537,0.022830257,-0.010861309,-1.1751619e-06,-0.035815194,-0.027709419,-0.012633417,0.010874829,-0.008713396,-0.010348858,0.031896796,0.042424206,-0.019893898,-0.016812323,0.01124019,-0.08844614,0.0022580693,0.004179551,-0.033400968,-0.024275016,0.0031077084,0.009885154,-0.039099723,-0.024052812,0.0027203346,-0.030948853,0.0039653685,-0.0194381,0.011116714,-0.00952423,-0.0025279513,0.016991334,-0.01829352,0.013045479,0.01970115,0.016831663,0.025699148,0.010194906,0.0055106645,-0.015639922,0.010691767
147,punct,-0.0040672165,0.004961589,0.044810355,0.018875787,0.0085529145,-0.011830649,0.009945952,0.012073892,-0.035294976,-0.005420143,0.036093477,0.012353718,-0.020386023,-0.015183229,0.01252354,-0.04060618,-0.017172815,-0.0172856,0.030434873,0.022330482,0.00449293,-0.011639265,0.034639396,-0.0145473825,-0.017568232,0.017748576,0.0261705,-0.017641464,0.029452639,-0.029606001,0.021249454,-0.028084358,0.006520943,0.016825965,-0.020908035,-0.0055873184,0.01636062,-0.0182087,-0.027536763,0.015647005,-0.011910133,-0.013831385,0.037966475,0.02980957,-0.009557744,0.020848615,-0.029492622,-0.03131381,-0.013987198,0.0015099911,-0.004782758
148,punct,0.0090629365,-0.0022598738,-0.056378383,-0.006337175,0.028945541,0.007507415,0.016393362,-0.0037094404,-0.025275545,-0.0051945085,0.013840656,0.012149302,-0.008747181,-0.024739891,-0.009103566,0.013004891,0.0009398064,-0.00018620072,-0.006571214,0.01821136,-0.017900841,0.0322995,-0.020678641,-0.03516236,0.0047403527,0.038511436,-0.0014970128,0.0057210457,-0.01963818,-0.056971293,-0.026136408,-0.016104829,0.004078853,-0.003707905,-0.009719476,-0.00591874,0.0038208175,-0.006865017,0.010889088,-0.0112461485,0.015252867,-0.023966849,0.018113514,0.031536676,0.0240687,-0.033475738,-0.03682622,-0.016257554,-0.019736268,-0.0050238403,0.041774996
149,punct,-0.030375276,-0.014941934,0.014268187,0.02060153,-0.0058183405,0.0039306358,0.008288462,-0.008562561,0.020341929,-0.017250491,-0.0016483283,-0.0043498096,0.01033976,-0.017017111,0.011923854,0.0024754521,0.0091047585,-0.0033547415,-0.0033346547,0.0020043775,0.036607016,-0.029168015,0.022763113,0.031225257,0.0038234848,-0.0061494736,0.011327495,0.019591566,0.005566444,-0.008702733,0.015504059,-0.019239757,-0.011571429,0.016980788,-0.007500097,-0.01383667,0.028929012,-0.009471012,0.05034073,-0.04192128,-0.01861776,0.023193182,-0.0016113232,0.0007873125,-0.014196115,0.026607126,0.0015584684,-0.007471935,8.232126e-05,-0.005905623,-0.019162633
150,punct,-0.029518854,0.015510471,-0.004395437,0.015579256,-0.002483922,-0.0029933571,-0.013013759,0.024056163,0.015296414,0.011699193,0.020242734,0.0032850131,-0.03894617,-0.03210839,0.0010938094,-0.016414123,0.010234305,0.009871382,-0.005277822,-0.010983693,0.028898349,0.018690325,-0.028830625,-0.006717434,-0.007928799,-0.003829614,0.0036507915,0.019595075,-0.0033917842,0.00043406384,0.01934819,0.020291472,-0.0013126199,0.026162555,-0.0024146326,0.014485887,-0.011474364,0.011399359,-0.0025005203,-0.011480982,0.035824172,-0.03238112,-0.00089705765,-0.018517872,0.019335477,0.008518191,0.018717568,0.035902463,-0.001066851,-0.015629528,-0.015775573
151,punct,-0.007231396,0.014637711,-0.012728567,-0.009431538,0.016913354,-0.0125295585,0.0137000745,-0.0049083116,-0.03711474,0.0048919534,0.015692515,-0.032190636,-0.0016851595,0.017170481,0.00723484,0.024889776,0.018622704,-0.0014984334,-0.02487983,-0.030290093,-0.0028938693,-0.04266595,-0.0069186306,0.01942302,0.003975551,-0.027107354,-0.0060331523,0.016235104,0.009196609,0.04907359,0.0010523838,0.012276034,-0.043181714,0.009815325,0.01798009,0.017529337,0.00037256244,-0.0120371105,0.022490852,-0.037315473,-0.015631394,-0.0064503048,0.012887691,-0.024689993,0.02906855,0.006390035,0.012875226,-0.019727783,0.010249291,-0.017415034,-0.0012545715
152,punct,-0.0049573802,0.008587757,-0.0012448778,-0.0009728605,0.028017797,-0.010530145,-0.008813645,-0.025377568,-0.026795166,0.00745095,-0.01678945,0.005151902,-0.02372592,-0.032155253,-0.018166644,-0.008802416,-0.0061443043,-0.020646209,-0.051033348,0.011017597,0.0068116975,-0.022591902,0.024078252,0.0005625702,0.025105612,0.023777038,0.012514635,-0.009542901,-0.0283638,-0.017115775,-0.048957426,0.009159388,-0.021888817,-0.004227842,-0.02312329,-0.008172426,-0.01409431,-0.0029862213,0.0063391966,0.045447424,0.0050300853,0.00070088834,0.025167348,-0.020472871,0.0016764748,-0.0013688512,0.0166816,-0.0026326107,-0.017746707,0.0136191975,0.0017077917
153,punct,0.01868619,-0.026833195,-0.0597682,-0.006207477,0.029084066,0.024666244,0.006046815,0.03276982,-0.004229861,0.015939783,-0.02039104,0.028828625,0.022271244,0.007144446,0.018595558,0.013700174,0.0006906467,0.032312453,0.012594044,-0.0042811343,-0.037855256,-0.016966343,-0.0211943,0.017138833,-0.040626787,0.010025424,0.034870557,-0.0022733319,0.005928943,0.00596451,0.023103075,-0.0151886735,0.021069957,-0.036710713,0.02688556,-0.0221002,0.0033244325,-0.0033268898,0.018253958,0.021022303,-0.004471486,-0.022018434,-0.021770107,0.018564692,0.0012674473,-0.020167412,-0.02017916,0.00880947,-0.013378358,-0.040418137,-0.0043460946
154,punct,-0.004599445,-0.02362235,-0.005369543,-0.021653805,0.020322828,-0.003611432,-0.050192997,-0.005715215,0.017391987,-0.0031674092,-0.015474334,-0.005751265,0.005125512,0.01676456,0.008666328,-0.037800584,0.03796549,-0.024596801,0.01429032,-0.015858525,0.020760812,0.015299435,0.0020828256,-0.004929065,-0.0035761136,-0.010075417,0.011461497,0.027020585,-0.013892004,0.008167482,0.00092253654,-0.014663373,-0.00883476,-0.037521668,0.026524171,-0.018387223,-0.0018984705,0.035520174,-0.0033795706,-0.013187506,0.03590926,0.007359197,-0.0054148617,0.006964861,0.024427252,-0.02322383,-0.05609864,0.012821126,0.0390811,0.005805018,0.022274533
155,punct,0.016351236,0.011289914,0.023161804,-0.005017605,0.013448738,-0.014083137,-0.008472632,-0.0054169446,-0.02854013,0.025816076,-0.03587072,0.006709335,0.019866928,-0.01171998,-0.006893503,0.039408874,-0.0011919773,-0.008089201,0.0033562733,0.015559431,0.01208968,0.006330153,0.019634658,0.012511555,-0.021446697,-0.025908206,-0.002477454,0.005851907,-0.017325519,-0.02437282,0.0024501288,-0.008938148,0.021179907,0.00039440786,0.009758333,0.0035457038,-0.012779449,-0.023465663,-0.0061159492,-0.028254744,0.009340757,-0.015082796,0.007666236,-0.021967577,-0.0056881947,-0.0026565385,0.010197392,0.005625438,-0.00019143053,-0.029624617,-0.014939192
156,punct,-0.015836522,-0.004915226,0.022331512,-0.02153449,-0.0052274046,-0.00078739447,-0.022423286,0.010736504,-0.010803573,-0.03175378,0.01810859,-0.019382054,-0.011733108,0.021788618,-0.0248362,-0.025585903,0.006854765,-0.015651809,-0.0055360114,-0.030324735,-0.037119366,-0.04874281,0.03034058,-0.030134773,-0.0015699307,0.018449284,0.0006808498,0.021634122,-0.008964802,0.03401215,0.00017743664,0.052251738,0.006177266,-0.0118988585,0.01250829,0.014460193,0.011154455,-0.0060382136,-0.010813076,-0.0018818298,-0.017867729,-0.005275662,-0.04497277,-0.003370202,0.0114618465,-0.014032258,-0.007021181,0.010205563,0.02086736,0.020995121,0.012195622
157,punct,-0.028375456,-0.034824025,-0.0025096084,0.01937782,0.008735205,0.01514512,0.003922426,0.013741282,0.0076977867,0.0113640195,0.02434607,0.0022092653,0.02771487,-0.010180951,-0.012580014,-0.0055471472,-0.006960208,-0.03821985,-0.020758042,0.026731445,0.008373257,-0.024772001,-0.020624392,-0.017521076,0.03192553,0.0017071427,0.0026304284,0.03947949,0.017195866,0.020120068,0.005381825,-0.019666413,-0.0074700364,-0.02977505,0.010745272,-0.0032429292,0.006181496,0.0024081531,-0.0037647446,0.0028978097,-0.027581692,0.007229738,-0.008611522,0.006889248,0.025569983,0.023360671,0.018414564,0.022974737,0.014565385,-0.027558789,-0.03052879
158,punct,-0.046239812,-0.04579754,-0.000952393,0.019358445,-0.010289462,0.02126101,0.041077822,-0.0021462122,0.021090358,0.0072099594,0.008441894,0.013497788,-0.0106362505,0.019888021,-0.006758375,0.02996148,0.007351005,0.008668092,-0.00027724353,-0.009594515,0.01247205,-0.0024808145,0.009268307,0.0053358055,-0.00038805636,-0.01045514,0.012513406,-0.0045745806,-0.016301988,0.0039227605,0.0018168106,-0.016218416,0.020486644,-0.014404769,0.036955416,0.0039584953,0.039969895,-0.033226557,-0.01693855,-0.024983365,0.012703296,0.006426771,-0.0012853965,-0.051123485,0.011635849,-0.0073263566,0.0015066662,6.93376e-05,0.0127447825,-0.010742226,0.0073399674
159,punct,-0.029959146,-0.0007689026,0.0046521667,0.018682629,-0.013739817,-0.015545592,-0.018123161,-0.020153882,-0.0051631215,0.019703386,-0.03081025,-0.025562158,-0.007357198,-0.004299206,-0.024350438,-0.017763969,-0.013258356,-0.006733771,0.01603575,-0.017463164,0.022225654,0.002361882,-0.02495274,-0.012325287,0.0007843133,0.018756015,0.019810166,-0.022873236,0.009889604,-0.0015464175,0.031161334,0.00853121,-0.013934412,0.013407525,-0.041648082,-0.015556838,-0.011678918,-0.0069485786,-0.003913795,-0.00987245,-0.014777445,-0.0102446675,-0.012131654,0.031237122,0.043274008,-0.024912348,-0.020138182,0.002648679,0.022565693,0.028239466,-0.01351556
160,punct,-0.0031527763,-0.005027036,0.010922216,0.017359294,0.043836378,-0.009935105,-0.0148251625,-0.0145778535,0.004852463,-1.1222718e-06,-0.0082322685,-0.017332979,-0.015571012,-0.008597354,-0.006943271,0.025292203,0.0037817801,-0.026419286,-0.027422346,0.01111915,-0.009229623,-0.0133668035,0.016745666,0.018819991,-0.0038974239,-0.01447834,0.009010324,-0.01719461,0.003629634,0.018830005,0.02219564,0.033197805,0.00096334505,-0.014922305,0.006334029,-0.0015705256,-0.009274513,-0.010327099,0.014074616,0.015656272,0.0027859071,-0.005960179,-0.029048227,0.038921926,-0.008958863,0.014753828,0.017598793,-0.026119493,0.010078636,0.010421817,0.0054239877
161,punct,0.011149443,-0.027986625,0.019911047,0.009552164,0.018202852,0.02563953,0.004159483,-0.05246042,-0.0021231775,0.005485884,-0.020329159,-0.021845413,-0.0050582727,0.01558725,-0.004820942,-0.014458612,0.016251633,-0.006249952,-0.005643986,-0.012241267,-0.01573782,-0.009542803,0.021604078,0.015342566,0.010734283,0.021911707,-0.015204933,-0.007702523,-0.028783808,0.015070065,-0.04692511,-0.013761214,-0.017149864,0.011408215,0.00049884914,0.03234413,-0.005981419,0.026629351,0.017363304,0.025033979,-0.025946733,-0.004417602,-0.010669097,-0.013146937,-0.014082019,0.007052032,0.00080525846,0.013829872,-0.028983079,0.012564412,0.0044971113
162,punct,-0.012425593,0.02084027,0.018165654,0.006720882,-0.032808285,0.026784865,-0.014106482,-0.03405436,0.03240745,0.008329578,0.012123202,-0.0016786796,0.010867672,0.0016291862,0.0073490716,0.030276282,0.0131569225,-0.03143506,0.016159879,-0.015299991,-0.04708439,-0.015125179,-0.007393932,0.010841444,-0.014295907,-0.0048597087,-0.012026091,-0.0047402848,0.029296067,-0.010011964,-0.026030619,0.0002782189,-0.035359655,-0.00017029095,0.012549504,-0.038656726,-0.012627134,0.03776174,-0.021512453,0.0053623873,-0.01493749,0.000876439,-0.00846668,0.03419141,-0.010067871,-0.0129696,-0.0014546146,0.010409695,0.025802903,-0.020465605,0.016656905
